20,88.35,0.0,-385.790535387
40,89.6,0.0,-277.99181585
60,90.2,0.0,-239.024166626
80,89.1,0.0,-234.646392205
100,87.15,0.0,-226.438838781
120,86.95,0.0,-264.768763353
140,105.25,0.0,-236.589654533
160,98.0,0.0,-274.350033195
180,91.3,0.0,-185.252708567
200,99.5,0.0,-189.384832535
220,101.25,0.0,-209.930996114
240,110.75,0.0,-208.219583034
260,119.6,0.0,-212.718816422
280,147.4,0.0,-211.722135583
300,165.5,0.0,-203.574927849
320,166.95,0.0,-232.91423474
340,186.45,0.0,-191.129697649
360,162.7,0.0,-182.56125136
380,206.75,0.0,-213.718233714
400,210.95,0.0,-178.526008171
420,226.5,0.0,-156.561683945
440,206.05,0.0,-143.145277172
460,146.15,0.0,-143.076428495
480,286.25,0.0,-120.084906946
500,171.4,0.0,-150.732369697
520,165.05,0.0,-102.562495788
540,288.35,0.0,-154.012439069
560,220.65,0.0,-149.74400634
580,217.0,0.0,-110.572632891
600,263.75,0.0,-124.568821924
620,286.45,0.0,-90.1868942736
640,241.7,0.0,-100.244629028
660,251.45,0.0,-74.1944063069
680,362.85,0.0,-121.628493335
700,449.85,0.0,-87.6965746241
720,370.9,0.0,-82.1902848537
740,501.25,0.0,-80.2472800574
760,473.5,0.0,-93.4476490131
780,570.0,0.0,-112.733573049
800,514.1,0.0,-87.9638962904
820,543.3,0.0,-75.4055598186
840,591.75,0.0,-87.7938665495
860,587.6,0.0,-65.7464209548
880,633.25,0.0,-43.3553703584
900,675.05,0.0,-60.4457117069
920,553.0,0.0,-37.1031030161
940,341.0,0.0,-65.235795058
960,415.75,0.0,-65.1908633713
980,540.9,0.0,-60.8749173053
1000,429.55,0.0,-35.8272847386
1020,427.0,0.0,-31.0800567335
1040,511.7,0.0,-79.7601927454
1060,708.9,0.0,-61.1725674857
1080,799.9,0.0,-51.5760650297
1100,738.45,0.0,-28.623069967
1120,727.15,0.0,-67.9195845561
1140,738.75,0.0,-35.3891868572
1160,885.1,0.0,-18.9004729399
1180,702.55,0.0,-52.7417468629
1200,840.5,0.0,-27.8939590616
1220,693.8,0.0,-50.1736618301
1240,552.4,0.0,-34.5573831013
1260,532.95,0.0,-9.62791672842
1280,594.65,0.15,2.52179056794
1300,433.2,0.05,3.12250362144
1320,489.0,0.1,7.60859318528
1340,437.05,0.0,2.801452636
1360,582.65,0.05,16.0481536191
1380,529.85,0.0,0.294530077019
1400,588.7,0.0,4.04815223289
1420,570.95,0.05,13.1533593845
1440,492.9,0.0,8.87005778012
1460,504.7,0.15,18.2499829601
1480,690.85,0.0,23.6062099088
1500,679.6,0.05,7.23701779874
1520,709.75,0.0,39.3531039249
1540,849.25,0.0,60.4291353859
1560,889.95,0.0,64.0135628397
1580,805.3,0.0,40.1590929152
1600,784.75,0.05,38.2438885669
1620,776.15,0.0,34.538928136
1640,682.85,0.1,36.7986469482
1660,919.95,0.05,81.4582648359
1680,771.4,0.3,105.378738614
1700,608.95,0.4,104.028055491
1720,624.4,0.5,106.160822466
1740,480.15,0.8,171.877036632
1760,428.1,0.75,144.255423308
1780,371.45,0.5,93.4611871039
1800,433.9,0.75,132.702600192
1820,379.05,0.8,155.398408636
1840,342.55,0.8,154.513886982
1860,344.0,0.6,93.6197453929
1880,300.05,0.45,53.5263397174
1900,398.75,0.8,144.503443128
1920,322.5,0.85,163.263888277
1940,385.05,0.8,156.562131089
1960,341.25,0.7,101.315811862
1980,332.3,0.8,149.631022567
2000,394.85,0.8,135.884829704
2020,327.55,0.7,111.679719749
2040,331.6,0.6,89.1140937773
2060,341.1,0.65,96.4061428455
2080,359.5,0.8,145.394060557
2100,402.4,0.65,86.2528962711
2120,393.4,0.75,112.76069878
2140,410.8,0.65,81.158942789
2160,422.9,0.75,111.141411958
2180,450.2,0.8,115.875548086
2200,499.3,0.85,123.530596656
2220,455.75,0.75,114.054347041
2240,471.15,0.95,164.86174923
2260,458.55,0.8,106.996860666
2280,436.5,0.85,127.281292297
2300,406.05,0.75,125.376624334
2320,434.75,0.85,133.601982185
2340,384.0,0.85,144.549331446
2360,398.2,0.75,114.870996333
2380,377.9,0.8,135.881079828
2400,365.2,0.65,100.573320724
2420,372.1,0.8,149.368686093
2440,379.35,0.55,60.0144567305
2460,389.6,0.65,77.4710397157
2480,357.15,0.7,111.364284499
2500,384.45,0.7,101.161414231
2520,379.3,0.65,85.096645789
2540,376.0,0.85,146.876184754
2560,343.75,0.8,132.369931678
2580,332.8,0.6,79.740096915
2600,324.85,0.65,105.373531967
2620,352.1,0.7,103.67811215
2640,350.45,0.85,157.161291154
2660,339.25,0.7,107.690143063
2680,298.45,0.7,120.060083966
2700,318.15,0.8,146.628752588
2720,314.05,0.65,102.923009173
2740,333.95,0.75,120.194299358
2760,362.15,0.8,132.249877992
2780,356.4,0.75,118.771807291
2800,325.8,0.65,106.177175148
2820,334.4,0.75,121.476873825
2840,332.3,0.7,120.404247934
2860,301.0,0.75,137.018921141
2880,313.8,0.75,141.040138364
2900,350.15,0.85,141.806826009
2920,292.35,0.7,112.4712658
2940,307.6,0.65,105.222718611
2960,333.7,0.75,127.336033264
2980,360.05,0.7,107.864280311
3000,312.55,0.75,138.2310623
3020,322.25,0.6,87.3177295209
3040,344.65,0.75,134.924624578
3060,347.1,0.6,68.4125206326
3080,347.3,0.65,96.4426430922
3100,374.5,0.7,106.327945067
3120,377.5,0.65,92.4651730013
3140,374.9,0.55,59.3316431783
3160,419.6,0.9,141.918880923
3180,404.05,0.75,114.748667928
3200,413.7,0.9,161.570182605
3220,430.95,0.8,118.281383901
3240,425.95,0.8,126.506082888
3260,438.8,0.95,148.41382169
3280,459.9,0.85,126.306155093
3300,434.8,0.9,143.714194095
3320,422.2,0.7,94.2906548805
