20,80.35,0.0,-245.507423042
40,78.6,0.0,-280.884961255
60,77.55,0.0,-222.118065297
80,77.05,0.0,-202.409676908
100,72.0,0.0,-192.75222398
120,70.85,0.0,-144.81303333
140,78.2,0.0,-195.115608449
160,72.15,0.0,-167.203502612
180,76.2,0.0,-162.364697839
200,74.15,0.0,-180.405326632
220,70.45,0.0,-177.485300028
240,71.15,0.0,-172.369515183
260,72.9,0.0,-175.478532335
280,71.95,0.0,-184.129264978
300,69.2,0.0,-157.386292708
320,68.75,0.0,-174.476636648
340,73.3,0.0,-174.888646086
360,72.95,0.0,-175.488698723
380,70.5,0.0,-174.525802284
400,74.0,0.0,-173.369177678
420,70.65,0.0,-190.378792868
440,75.3,0.0,-184.43551389
460,69.95,0.0,-175.992142015
480,71.95,0.0,-180.009467857
500,72.6,0.0,-173.874078843
520,67.7,0.0,-156.973792828
540,69.1,0.0,-171.418182876
560,69.95,0.0,-177.099115541
580,72.25,0.0,-176.50805939
600,73.35,0.0,-174.823480851
620,68.15,0.0,-181.844987109
640,72.0,0.0,-175.631953292
660,73.35,0.0,-182.387023793
680,77.95,0.0,-196.894363278
700,75.05,0.0,-172.270488402
720,75.1,0.0,-176.260795079
740,70.6,0.0,-168.115893305
760,72.0,0.0,-204.504724749
780,71.7,0.0,-165.988068709
800,118.3,0.0,-151.84815175
820,66.45,0.0,-166.912550397
840,71.75,0.0,-179.911808247
860,72.4,0.0,-172.47675193
880,74.65,0.0,-189.958967742
900,72.1,0.0,-181.556227429
920,77.15,0.0,-191.356781066
940,78.7,0.0,-166.397093436
960,77.1,0.0,-164.931901422
980,77.7,0.0,-178.355913845
1000,87.6,0.0,-205.069777558
1020,82.7,0.0,-193.833685495
1040,105.15,0.0,-202.542543325
1060,145.15,0.0,-195.838542724
1080,102.4,0.0,-187.978057865
1100,112.1,0.0,-211.243747895
1120,114.2,0.0,-203.266275465
1140,108.8,0.0,-203.493011461
1160,130.8,0.0,-246.503213711
1180,119.25,0.0,-233.834920446
1200,145.25,0.0,-311.604124932
1220,136.6,0.0,-289.350749104
1240,102.5,0.0,-325.612492994
1260,108.45,0.0,-365.791188049
1280,106.7,0.0,-420.785256438
1300,95.55,0.0,-420.632305152
1320,93.25,0.0,-532.853251319
1340,94.55,0.0,-478.00101537
1360,95.6,0.0,-506.68884435
1380,89.65,0.0,-536.109323947
1400,94.8,0.0,-529.308378901
1420,119.1,0.0,-581.020552107
1440,92.1,0.0,-521.337547852
1460,84.1,0.0,-534.622873018
1480,87.7,0.0,-510.429075239
1500,92.7,0.0,-500.930010235
1520,80.05,0.0,-536.017551382
1540,78.1,0.0,-500.752364644
1560,78.15,0.0,-506.012615172
1580,73.75,0.0,-507.911074484
1600,75.85,0.0,-470.812799752
1620,71.85,0.0,-422.579685058
1640,69.9,0.0,-427.961833769
1660,73.2,0.0,-385.939865309
1680,72.35,0.0,-384.372585743
1700,68.35,0.0,-357.242273519
1720,68.9,0.0,-374.623035683
1740,75.15,0.0,-345.445891475
1760,71.6,0.0,-305.53076886
1780,68.2,0.0,-228.638717453
1800,70.7,0.0,-228.26360442
1820,77.45,0.0,-318.975609329
1840,79.55,0.0,-268.556903088
1860,78.7,0.0,-307.051451663
1880,77.25,0.0,-302.424609773
1900,73.35,0.0,-336.303802704
1920,72.9,0.0,-268.374053797
1940,78.0,0.0,-312.723395931
1960,81.0,0.0,-306.675105163
1980,81.7,0.0,-304.52173325
2000,79.05,0.0,-280.191881877
2020,81.35,0.0,-279.620282122
2040,83.0,0.0,-315.216037968
2060,93.2,0.0,-370.614732215
2080,93.45,0.0,-452.910561424
2100,86.35,0.0,-501.838795414
2120,84.2,0.0,-583.928752558
2140,87.15,0.0,-600.854906065
2160,92.35,0.0,-602.763810763
2180,87.45,0.0,-611.321215673
2200,84.7,0.0,-613.721546845
2220,90.2,0.0,-614.019888777
2240,93.15,0.0,-637.575721404
2260,86.0,0.0,-573.002945252
2280,84.3,0.0,-588.131364189
2300,95.2,0.0,-620.229974617
2320,95.75,0.0,-618.280661443
2340,94.3,0.0,-595.432226324
2360,83.15,0.0,-618.751242647
2380,89.1,0.0,-593.92215821
2400,89.4,0.0,-622.000852001
2420,86.55,0.0,-591.076608448
2440,79.7,0.0,-599.655040044
2460,83.9,0.0,-600.561022186
2480,81.4,0.0,-655.663363705
2500,82.15,0.0,-610.760423366
2520,86.75,0.0,-593.500944719
2540,81.0,0.0,-645.339552022
2560,77.8,0.0,-628.305265988
